number,bin_volume,filled_bins,empty_bins,colors,a_star_tree_h2_time,a_star_tree_h2_sol,a_star_tree_h2_expanded,a_star_graph_h2_time,a_star_graph_h2_sol,a_star_graph_h2_expanded,a_star_tree_h3_time,a_star_tree_h3_sol,a_star_tree_h3_expanded,a_star_graph_h3_time,a_star_graph_h3_sol,a_star_graph_h3_expanded,random_walk_time,random_walk_sol,random_walk_restart,hill_no_sideways_h1_time,hill_no_sideways_h1_sol,hill_sideways_h1_time,hill_sideways_h1_sol,hill_no_sideways_h2_time,hill_no_sideways_h2_sol,hill_sideways_h2_time,hill_sideways_h2_sol,hill_no_sideways_h3_time,hill_no_sideways_h3_sol,hill_sideways_h3_time,hill_sideways_h3_sol,dfs_graph_time,dfs_graph_sol,dfs_graph_expanded,bfs_graph_time,bfs_graph_sol,bfs_graph_expanded
179,4,4,2,4,0.007452726,10.0,46,0.09069562,10.0,46,0.0113572835922241,10.0,82,0.0185260295867919,10,74,0.003098106,12,0,0.001203775,,0.088463783,,0.005622673,,0.009996676,11.0,0.002301097,,0.010110497,11.0,0.0164359807968139,32,160,1.4210485219955444,,10000
180,4,4,2,4,0.006408596,8.0,35,0.1170263290405273,8.0,66,0.072025943,8.0,461,0.021736431,9,123,0.002564025,27,0,0.001317072,,0.075746417,,0.002241063,,0.006448674,10.0,0.001560664,,0.009773684,11.0,0.0497375726699829,75,389,1.495762825012207,,10000
181,4,4,2,4,0.00732305,9.0,37,0.075506926,9.0,37,0.010566854,9.0,53,0.009906411,10,53,0.002486324,11,0,0.001417208,,0.08163271,,0.007897401,,0.009363198,11.0,0.001109743,,0.011430502,11.0,0.0740492343902587,100,645,1.5114823579788208,,10000
182,4,4,2,4,0.007314563,10.0,44,0.095696688,10.0,44,0.009417415,10.0,64,0.0109173536300659,10,64,0.002264953,11,0,0.000917053,,0.075794983,,0.003829479,7.0,0.004212809,7.0,0.000705218,,0.005970263,7.0,0.0332781076431274,60,283,1.3761773109436035,,10000
183,4,4,2,4,0.007985044,10.0,47,0.096147537,10.0,47,0.4802315473556519,10.0,2706,0.080361438,11,339,0.002599454,17,0,0.001396775,,0.050517035,,0.006086206,10.0,0.006468415,10.0,0.001929855,,0.007524514,11.0,0.0159648656845092,28,112,1.5713225603103638,,10000
184,4,4,2,4,0.008565831,9.0,43,0.099766016,9.0,43,0.038067603,9.0,225,0.0130423784255981,9,60,0.002944636,19,0,0.002322435,,0.070227385,,0.004724479,,0.007181358,9.0,0.007584023,9.0,0.007121825,9.0,0.035695195198059,68,302,1.512371063232422,,10000
185,4,4,2,4,0.006176662,9.0,40,0.072609663,9.0,40,0.009360695,9.0,59,0.0121757745742797,9,59,0.002903724,11,0,0.001417375,,0.086707807,,0.006343794,,0.009352708,12.0,0.011064291,11.0,0.009928298,11.0,0.0723093748092651,83,394,1.444499135017395,,10000
186,4,4,2,4,0.007222581,12.0,44,0.083441734,12.0,44,0.048680377,12.0,240,0.016889476776123,13,86,0.004087758,21,0,0.001299715,,0.056853366,,0.007376218,10.0,0.006360841,10.0,0.008277583,,0.010691381,11.0,0.0479699373245239,85,433,1.3693413734436035,,10000
187,4,4,2,4,0.005303884,9.0,36,0.062622309,9.0,36,0.007063818,9.0,51,0.008420944,9,51,0.002376223,9,0,0.001403832,,0.079825187,,0.004116368,,0.008144498,12.0,0.001226854,,0.008851862,13.0,0.0452837944030761,71,368,1.6072195768356323,,10000
188,4,4,2,4,0.006567311,9.0,38,0.066609859,9.0,38,0.0139028787612915,9.0,84,0.0147312641143798,10,74,0.003607464,16,0,0.002015853,,0.08607142,,0.006416392,8.0,0.006897378,8.0,0.009057522,8.0,0.009223771,8.0,0.01216721534729,28,118,1.437105655670166,,10000
189,4,4,2,4,0.005498958,8.0,35,0.0565805435180664,8.0,35,0.006600738,8.0,48,0.007604527,8,48,0.002160192,11,0,0.001300812,,0.097592711,,0.010267305,,0.010097051,12.0,0.011289763,11.0,0.010279131,11.0,0.0157555341720581,32,126,1.2928766012191772,,10000
190,4,4,2,4,0.007178211,11.0,38,0.08824873,11.0,38,0.009431338,11.0,54,0.0150363445281982,12,71,0.002904868,20,0,0.001313972,,0.105487227,,0.00652976,,0.007744622,10.0,0.002235746,,0.009062219,10.0,0.0234758853912353,43,211,1.4474769830703735,,10000
191,4,4,2,4,0.009572482,9.0,59,0.1596829891204834,9.0,67,0.007933187,9.0,44,0.007952571,10,44,0.002677202,13,0,0.001215076,,0.073707342,,0.007201147,,0.008752465,11.0,0.001001549,,0.009797955,12.0,0.0432918071746826,78,406,1.6926114559173584,,10000
192,4,4,2,4,0.0148844242095947,11.0,84,0.1250026226043701,11.0,58,0.067617106,11.0,395,0.0212593793869018,11,98,0.003861117,23,0,0.001298976,,0.07272253,,0.00596385,,0.006888318,11.0,0.004201221,,0.006463218,11.0,0.0399419069290161,77,374,1.541727066040039,,10000
193,4,4,2,4,0.0136646509170532,12.0,87,0.1487324237823486,12.0,78,0.8689382076263428,12.0,4309,0.08950386,13,327,0.003196573,20,0,0.001923418,,0.070978284,,0.004344487,7.0,0.005801249,7.0,0.007795525,7.0,0.006170678,7.0,0.0645073652267456,55,265,1.4714579582214355,,10000
194,4,4,2,4,0.019226289,12.0,101,0.3234574794769287,12.0,142,0.2785135269165039,12.0,1569,0.037997913,13,156,0.004445267,20,0,0.002212811,,0.070565176,,0.004837513,,0.006342387,10.0,0.008664036,9.0,0.009021688,9.0,0.0716075897216796,98,521,1.714557409286499,,10000
195,4,4,2,4,0.006570697,9.0,39,0.082027912,9.0,39,0.007590747,9.0,48,0.00919416,10,48,0.003228211,21,1,0.00131557,,0.081363344,,0.00676136,,0.012200928,12.0,0.002447248,,0.007633162,11.0,0.0263890027999877,51,213,1.558972716331482,,10000
196,4,4,2,4,0.00808785,8.0,45,0.1005105972290039,8.0,49,0.2710820198059082,8.0,1666,0.059219098,9,254,0.002202058,12,0,0.001116085,,0.087787414,,0.004628587,,0.008096695,13.0,0.009239292,12.0,0.010027432,12.0,0.0443376302719116,66,340,1.5558925867080688,,10000
197,4,4,2,4,0.006603169,8.0,52,0.1437025070190429,8.0,77,0.006493211,8.0,44,0.00955224,9,44,0.002115345,16,0,0.001420498,,0.081116223,,0.003949594,,0.008026934,11.0,0.003618789,,0.088997817,,0.04416024684906,65,363,1.573662519454956,,10000
198,4,4,2,4,0.007284379,11.0,38,0.074902296,11.0,38,0.3049723386764526,11.0,1689,0.147338056564331,12,667,0.002796626,13,0,0.001317024,,0.070395398,,0.006972599,,0.008995891,12.0,0.004228306,,0.010238671,13.0,0.0448153018951416,64,320,1.405645728111267,,10000
199,4,4,2,4,0.006089878,8.0,35,0.1025798320770263,8.0,35,0.006685495,8.0,41,0.007806778,9,41,0.002706599,13,0,0.001114058,,0.081049037,,0.010731649,11.0,0.008968306,11.0,0.010341096,12.0,0.008944345,12.0,0.0696554183959961,63,316,1.5276867151260376,,10000
200,4,4,2,4,0.0427583932876586,10.0,263,0.2699484825134277,10.0,109,0.0129938125610351,10.0,76,0.012193322,11,66,0.002803469,18,0,0.001515412,,0.077122164,,0.008452392,11.0,0.008584476,11.0,0.001532173,,0.011268973,12.0,0.0348654985427856,66,324,1.5119889974594116,,10000
201,4,4,2,4,0.00676682,11.0,43,0.075514317,11.0,43,0.0536949396133422,11.0,339,0.016340399,11,86,0.003200102,15,0,0.001234746,,0.067410779,,0.006363201,,0.009405637,13.0,0.007637787,,0.011328697,13.0,0.0614708662033081,75,369,1.4947820901870728,,10000
202,4,4,2,4,0.038873744,10.0,225,0.7759134769439697,10.0,329,0.043625355,10.0,238,0.0179374933242797,11,96,0.003141809,14,0,0.001199961,,0.082085776,,0.004151535,,0.006881261,10.0,0.004771352,,0.083481383,,0.0648330450057983,87,423,1.4145697355270386,,10000
203,4,4,2,4,1.714163351,,10000,0.4258615970611572,11.0,184,0.019995332,11.0,104,0.0169505834579467,12,88,0.002910566,16,0,0.003319216,,0.073456001,,0.006598544,9.0,0.006134748,9.0,0.007778645,10.0,0.008599067,10.0,0.0094754695892333,21,93,1.4007463455200195,,10000
204,4,4,2,4,0.00582118,9.0,40,0.0835917,9.0,40,0.008266068,9.0,59,0.009559274,9,59,0.002324677,14,0,0.002398396,,0.057881284,,0.002360845,,0.004721498,8.0,0.001111221,,0.006358194,10.0,0.0449376106262207,85,420,1.4326683282852173,,10000
205,4,4,2,4,0.005888414,10.0,41,0.070911884,10.0,41,0.009374833,10.0,62,0.0122809171676635,10,62,0.002467656,17,0,0.002400208,,0.066296792,,0.003074217,,0.006379223,9.0,0.006889176,8.0,0.005233574,8.0,0.0289698839187622,59,289,1.497594952583313,,10000
206,4,4,2,4,0.004517269,8.0,33,0.0536398887634277,8.0,33,0.005200315,8.0,38,0.006446671,9,38,0.002700067,15,0,0.001199985,,0.081295252,,0.009454632,11.0,0.008992863,11.0,0.012353826,11.0,0.012521982,11.0,0.0727502107620239,61,322,1.5331130027770996,,10000
207,4,4,2,4,0.008568788,12.0,45,0.086974144,12.0,45,0.038616204,12.0,266,0.036819553,12,172,0.003866005,20,0,0.001837611,,0.079476094,,0.007457447,10.0,0.008210278,10.0,0.002501273,,0.009147811,11.0,0.0396840572357177,68,352,1.7226104736328125,,10000
208,4,4,2,4,0.005945349,10.0,41,0.070557833,10.0,41,0.0317741632461547,10.0,173,0.011570405960083,11,59,0.002807164,16,1,0.001218772,,0.067728472,,0.005344081,8.0,0.004955792,8.0,0.001796341,,0.00792706,9.0,0.0418150424957275,63,317,1.3684320449829102,,10000
209,4,4,2,4,0.047004032,12.0,258,0.2784225940704345,12.0,113,0.015348625,12.0,89,0.0181329488754272,13,79,0.002916288,19,0,0.001317096,,0.077684498,,0.008367252,12.0,0.009418225,12.0,0.01333437,12.0,0.012194633,12.0,0.0212076902389526,45,201,1.3548864126205444,,10000
210,4,4,2,4,0.0142889261245727,10.0,82,0.2503395080566406,10.0,116,0.027540803,10.0,173,0.0166433811187744,11,80,0.002800274,15,0,0.002214456,,0.058022499,,0.006012225,9.0,0.005558968,9.0,0.001127172,,0.007303643,9.0,0.0591756105422973,74,363,1.4940048456192017,,10000
211,4,4,2,4,0.007488441,9.0,39,0.064641476,9.0,39,1.7348466634750366,9.0,10000,0.1758995771408081,10,763,0.002672458,11,0,0.001115942,,0.085123086,,0.010224748,11.0,0.007366967,11.0,0.009846997,12.0,0.011700082,12.0,0.0639283657073974,100,597,1.594313383102417,,10000
212,4,4,2,4,0.009644175,10.0,50,0.120474100112915,10.0,51,0.5784887075424194,10.0,3296,0.057905412,11,257,0.002400255,19,0,0.001417017,,0.076845527,,0.004122758,,0.01125114,13.0,0.001306367,,0.097110343,,0.0549585819244384,55,250,1.4554729461669922,,10000
213,4,4,2,4,0.0191799879074096,11.0,94,0.2084839344024658,11.0,101,0.03397615,11.0,187,0.021791101,12,107,0.003189015,14,0,0.001410389,,0.079229879,,0.006903863,,0.007303381,10.0,0.009193277,10.0,0.00783298,10.0,0.0769922733306884,100,667,1.3385735750198364,,10000
214,4,4,2,4,0.005702281,10.0,42,0.07086277,10.0,42,0.009438348,10.0,57,0.009983325,11,57,0.003229666,18,0,0.00150001,,0.100338149,,0.01277833,,0.008523369,12.0,0.011051869,12.0,0.011326623,12.0,0.0162067413330078,31,143,1.615686297416687,,10000
215,4,4,2,4,0.006264234,8.0,35,0.073372602,8.0,35,0.009578753,8.0,62,0.0110676765441894,8,56,0.002417731,14,0,0.00112164,,0.064252925,,0.006653214,9.0,0.005946898,9.0,0.008021784,10.0,0.007191396,10.0,0.0415849685668945,71,370,1.6142746210098269,,10000
216,4,4,2,4,1.5760036706924438,10.0,9323,1.2939786911010742,10.0,589,0.0100545644760131,10.0,63,0.011366367,11,59,0.002496076,14,0,0.002500057,,0.060512018,,0.006299925,8.0,0.006537986,8.0,0.001212311,,0.00819571,10.0,0.0610461235046386,100,507,1.568291425704956,,10000
217,4,4,2,4,0.008750319,9.0,40,0.079647303,9.0,40,0.009103251,9.0,56,0.0107020378112792,9,56,0.002799201,11,0,0.003608084,,0.105050206,,0.005825615,,0.006990552,10.0,0.004982376,,0.01073792,10.0,0.0835789442062377,99,488,1.4177426099777222,,10000
218,4,4,2,4,0.007951641,10.0,47,0.092724323,10.0,47,0.0107767581939697,10.0,67,0.011370897,10,67,0.002400684,19,0,0.001614976,,0.069313097,,0.010197997,9.0,0.006712723,9.0,0.003358793,,0.011379409,11.0,0.0297430753707885,50,238,1.6192702054977417,,10000
219,4,4,2,4,0.005970883,9.0,41,0.071998358,9.0,41,0.0280722856521606,9.0,178,0.0114558219909667,9,65,0.002242899,13,0,0.002396679,,0.093664432,,0.007826543,,0.009104753,12.0,0.008536148,12.0,0.009470606,12.0,0.0359662771224975,70,359,1.3691998720169067,,10000
220,4,4,2,4,0.008634925,9.0,39,0.084658146,9.0,39,0.006600022,9.0,46,0.009225821,10,46,0.002801228,13,0,0.001119304,,0.07037909,,0.007567453,11.0,0.007548642,11.0,0.002099967,,0.009119701,13.0,0.0279098749160766,53,248,1.3745301961898804,,10000
221,4,4,2,4,0.0117664098739624,11.0,63,0.1496171951293945,11.0,63,0.0104713916778564,11.0,61,0.0112483978271484,12,56,0.003765988,26,0,0.001199722,,0.075691032,,0.005098557,,0.009535503,12.0,0.01303544,10.0,0.009907269,10.0,0.0205652713775634,42,195,1.473374605178833,,10000
222,4,4,2,4,0.007875061,10.0,43,0.07493639,10.0,43,0.009553099,10.0,62,0.011860442,10,62,0.002452254,19,0,0.001322269,,0.08629818,,0.009573555,11.0,0.008653688,11.0,0.001312065,,0.0124928,11.0,0.0272078514099121,44,214,1.505807399749756,,10000
223,4,4,2,4,0.005758357,8.0,37,0.077640057,8.0,43,0.0521433115005493,8.0,334,0.0188422679901123,9,101,0.00209918,15,0,0.002618051,,0.104275894,,0.006615067,,0.007858133,10.0,0.003832436,,0.008144951,10.0,0.0399684906005859,64,304,1.4483603239059448,,10000
224,4,4,2,4,0.0219220399856567,9.0,133,1.5994157791137695,9.0,666,0.0148752689361572,9.0,84,0.012916565,10,72,0.002299857,18,0,0.00129528,,0.088418126,,0.008168054,11.0,0.007850432,11.0,0.010774541,,0.011766195,12.0,0.0302557945251464,54,267,1.6505870819091797,,10000
225,4,4,2,4,0.009991717,10.0,70,0.1267831325531005,10.0,65,1.2064186811447144,10.0,6887,0.1102206945419311,10,462,0.002399588,16,0,0.001312971,,0.095891356,,0.002639222,,0.013011169,12.0,0.011256218,,0.013357568,12.0,0.0361968278884887,72,340,0.9594110250473022,7.0,7411
226,4,4,2,4,0.0137434005737304,11.0,70,0.1125807762145996,11.0,62,0.009267092,11.0,66,0.011329651,11,66,0.002766109,19,0,0.001614833,,0.076124501,,0.010138774,12.0,0.011133361,12.0,0.016312242,12.0,0.012868071,12.0,0.0704649686813354,65,345,1.3940871953964231,,10000
227,4,4,2,4,0.007063055,11.0,47,0.084762096,11.0,47,0.009255695,11.0,65,0.0111012458801269,11,65,0.002530479,15,0,0.002314615,,0.078809953,,0.005816412,9.0,0.005827355,9.0,0.007150483,9.0,0.009572959,9.0,0.0217964649200439,45,214,1.6830304861068726,,10000
228,4,4,2,4,0.009073591,11.0,51,0.120553970336914,11.0,58,0.029197788,11.0,191,0.0197810411453247,11,84,0.003317428,14,0,0.001520681,,0.071004295,,0.006273675,10.0,0.006238556,10.0,0.009756875,,0.011569428,11.0,0.0446516275405883,79,402,1.5566898584365845,,10000
229,4,4,2,4,0.005487585,8.0,34,0.063671589,8.0,34,0.0128867864608764,8.0,80,0.0137047052383422,9,70,0.001906872,13,0,0.001118016,,0.082992864,,0.007859254,10.0,0.007621026,10.0,0.006661725,,0.010776114,11.0,0.0276062488555908,52,265,1.4302964210510254,,10000
230,4,4,2,4,0.1102092981338501,11.0,601,0.1737940311431884,11.0,73,0.0186145544052124,11.0,97,0.016298032,12,87,0.003364992,17,0,0.002417111,,0.07455318,,0.008030105,9.0,0.005633736,9.0,0.004904246,,0.069963598,,0.0412229299545288,76,391,0.3984347581863403,6.0,2983
231,4,4,2,4,0.039486885,12.0,192,0.1942687034606933,12.0,74,0.078720331,12.0,410,0.0273691415786743,13,134,0.003878355,22,0,0.001097178,,0.08347168,,0.00691092,,0.010203934,12.0,0.004935694,,0.00922215,12.0,0.0097382068634033,21,95,1.4161937236785889,,10000
232,4,4,2,4,0.008607268,10.0,39,0.082523108,10.0,39,0.033295131,10.0,183,0.0355567932128906,11,175,0.003401899,17,0,0.001199889,,0.082132339,,0.009169269,11.0,0.009746099,11.0,0.01340766,11.0,0.013201404,11.0,0.0319929122924804,63,320,1.4719945192337036,,10000
233,4,4,2,4,0.0122679710388183,11.0,69,0.2274167537689209,11.0,117,0.0107358217239379,11.0,67,0.0134249448776245,11,67,0.003606391,28,0,0.001314926,,0.073964667,,0.008968544,10.0,0.007341886,10.0,0.009248447,10.0,0.011854529,10.0,0.0904958248138427,93,545,1.414408564567566,,10000
234,4,4,2,4,0.0435551881790161,9.0,257,0.3406229019165039,9.0,154,0.098588324,9.0,535,0.0259603977203369,10,134,0.002118421,15,0,0.001516604,,0.087123394,,0.007616663,11.0,0.008713746,11.0,0.01281898,,0.011505914,12.0,0.0633876323699951,100,531,1.531422138214111,,10000
235,4,4,2,4,0.044929814,10.0,226,1.214867115020752,10.0,505,0.0111944675445556,10.0,67,0.0136258840560913,11,69,0.002815175,17,0,0.001704431,,0.080678964,,0.002457619,,0.005665064,8.0,0.008182693,7.0,0.006220031,7.0,0.0260454416275024,52,256,1.3939749002456665,,10000
236,4,4,2,4,0.0144598484039306,8.0,94,0.5699751377105713,8.0,300,0.007642961,8.0,54,0.008601761,9,54,0.002059126,11,0,0.001299286,,0.079782724,,0.007766533,10.0,0.008703518,10.0,0.002352023,,0.010343862,11.0,0.0378875732421875,74,359,1.5161257982254028,,10000
237,4,4,2,4,0.0492332220077514,8.0,299,0.2571718692779541,8.0,140,0.036320567,8.0,217,0.0138187646865844,9,75,0.002020454,13,0,0.001699233,,0.073500633,,0.007589984,9.0,0.007898283,9.0,0.002362752,,0.007435918,10.0,0.0437923669815063,74,385,1.4443107843399048,,10000
238,4,4,2,4,0.005424452,8.0,36,0.074599504,8.0,36,0.007556772,8.0,50,0.008109641,8,50,0.002305484,16,0,0.001113081,,0.076472402,,0.006946278,10.0,0.00774796,10.0,0.008401489,11.0,0.008208561,11.0,0.0577661991119384,99,519,1.5870603322982788,,10000
239,4,4,2,4,0.006374645,9.0,38,0.076369286,9.0,38,0.007100368,9.0,47,0.008311272,10,47,0.00209949,14,0,0.003027892,,0.053292298,,0.004296231,,0.007568932,10.0,0.009868956,9.0,0.010119629,9.0,0.0706533193588256,73,382,1.5711650848388672,,10000
240,4,4,2,4,0.009281588,12.0,48,0.1075682640075683,12.0,48,0.027302432,12.0,163,0.0274241685867309,12,145,0.003236985,15,0,0.001215005,,0.084356546,,0.003020287,,0.009833789,12.0,0.00444479,,0.014508438,14.0,0.0638133287429809,94,480,1.5376824140548706,,10000
241,4,4,2,4,0.031257749,12.0,164,1.4357693195343018,12.0,624,0.0118536949157714,12.0,56,0.012103486,13,56,0.003594756,15,0,0.001318669,,0.076395822,,0.008035517,11.0,0.008024311,11.0,0.001500177,,0.011348033,13.0,0.0710340738296508,100,611,1.5910099744796753,,10000
242,4,4,2,4,0.0120143175125122,9.0,80,0.1209566593170166,9.0,65,0.0459003925323486,9.0,269,0.018898249,10,92,0.002257729,16,0,0.001215219,,0.009625125,14.0,0.009126759,,0.011370134,12.0,0.002360773,,0.011005616,12.0,0.0169717073440551,33,155,1.5819729566574097,,10000
243,4,4,2,4,0.0443230628967285,11.0,276,0.4147157669067383,11.0,186,0.0112816333770751,11.0,62,0.010716343,12,62,0.003084469,19,0,0.001814866,,0.08679986,,0.007053947,9.0,0.008123231,9.0,0.00263257,,0.008071184,10.0,0.1013317108154296,100,662,1.5621484518051147,,10000
244,4,4,2,4,0.006595755,8.0,32,0.064815521,8.0,32,0.008350062,8.0,47,0.008601689,8,47,0.002398252,10,0,0.001318169,,0.071896672,,0.006524992,,0.009107161,10.0,0.009687567,10.0,0.008547354,10.0,0.0521135330200195,90,449,1.5791079998016355,,10000
245,4,4,2,4,0.009899354,10.0,54,0.1173501014709472,10.0,57,0.014767241,10.0,78,0.01229713,10,70,0.002598977,16,0,0.001320839,,0.086935067,,0.008589721,11.0,0.007820964,11.0,0.006138444,,0.008875179,13.0,0.0523892641067504,84,464,1.5506150722503662,,10000
246,4,4,2,4,0.4719913721084595,12.0,2534,1.9442176818847656,12.0,820,0.020139885,12.0,103,0.0148446798324584,13,81,0.007515502,16,0,0.001915717,,0.055539632,,0.003439093,,0.005593109,9.0,0.008637571,9.0,0.008789229,9.0,0.0327788591384887,60,285,1.478185534477234,,10000
247,4,4,2,4,0.032405591,11.0,165,0.1220877170562744,11.0,58,0.2824984312057495,11.0,1542,0.053038335,12,244,0.003757644,20,0,0.001416683,,0.046580172,,0.00739069,,0.052162337,,0.010490942,11.0,0.009801936,11.0,0.0166171789169311,29,135,1.4155691862106323,,10000
248,4,4,2,4,0.004218626,6.0,28,0.05251646,6.0,28,0.005795169,6.0,37,0.006747794,6,37,0.001296687,8,0,0.001415396,,0.074806619,,0.008278871,11.0,0.008732867,11.0,0.010473967,12.0,0.010691929,12.0,0.114281415939331,100,652,1.503350853919983,,10000
249,4,4,2,4,1.7344543218612671,,10000,2.508298159,10.0,1101,0.2632587671279907,10.0,1586,0.016239047050476,11,74,0.002823544,16,0,0.001509142,,0.089862752,,0.008880973,,0.012015152,12.0,0.010002685,12.0,0.009185958,12.0,0.0247225761413574,51,236,1.6572661399841309,,10000
250,4,4,2,4,0.005522132,9.0,34,0.065613985,9.0,34,0.0291585445404052,9.0,172,0.016317964,9,101,0.00220027,13,0,0.001012897,,0.085711241,,0.004545617,,0.008828139,12.0,0.002851558,,0.083101654,,0.0364916324615478,71,359,1.4451152086257937,,10000
251,4,4,2,4,0.1173563003540039,10.0,675,0.8062069416046143,10.0,376,0.007327318,10.0,47,0.008366132,11,47,0.003006148,18,0,0.001114106,,0.11102531,,0.009071088,9.0,0.007567787,9.0,0.010267186,9.0,0.010258555,9.0,0.0118837356567382,26,113,1.425999641418457,,10000
252,4,4,2,4,0.3948580503463745,11.0,2145,6.252674818,11.0,2528,0.0105280876159667,11.0,66,0.0219155311584472,12,114,0.002800989,17,0,0.001919103,,0.080883074,,0.007313848,,0.006406975,10.0,0.009037924,11.0,0.008186984,11.0,0.0558556318283081,96,495,1.59324848651886,,10000
253,4,4,2,4,1.5766687870025635,11.0,9053,0.6118369102478027,11.0,253,0.1625820159912109,11.0,856,0.032340956,12,176,0.003100896,23,0,0.003682327,,0.075964212,,0.007406855,9.0,0.005835485,9.0,0.007816195,9.0,0.008712459,9.0,0.0296113491058349,55,280,1.5935492515563965,,10000
254,4,4,2,4,0.004204273,7.0,30,0.089627028,7.0,30,0.006522536,7.0,42,0.006916428,7,42,0.001596856,9,0,0.001398587,,0.09397161,,0.007638979,9.0,0.008494782,9.0,0.009599543,10.0,0.008304,10.0,0.0356937646865844,60,298,1.4435251951217651,,10000
255,4,4,2,4,0.008335876,9.0,47,0.1103465557098388,9.0,55,0.032899427,9.0,175,0.020870041847229,10,93,0.002805066,11,0,0.001831102,,0.080659699,,0.008256674,11.0,0.007241893,11.0,0.010140729,,0.012080169,12.0,0.0247433185577392,52,242,1.635960340499878,,10000
256,4,4,2,4,0.006227398,11.0,43,0.075237989,11.0,43,0.0302342414855957,11.0,187,0.0151265382766723,12,71,0.004307032,17,0,0.001400495,,0.059714079,,0.004220152,,0.006697035,11.0,0.002322507,,0.008325648,12.0,0.0243619680404663,49,227,1.5488595962524414,,10000
257,4,4,2,4,0.060848522,10.0,369,0.2049527168273925,10.0,107,0.5819296836853027,10.0,3329,0.074391222,11,314,0.003124475,14,0,0.001316166,,0.077284336,,0.008289647,11.0,0.008234286,11.0,0.005663443,,0.009977055,12.0,0.0558156967163085,43,209,1.5531421899795532,,10000
258,4,4,2,4,0.054557943,10.0,320,0.3698303699493408,10.0,158,0.022802663,10.0,130,0.0179997205734252,11,79,0.00321362,15,0,0.001114345,,0.083243608,,0.002954078,,0.009940839,14.0,0.005779195,,0.012070513,14.0,0.0263382196426391,43,217,1.5880860090255735,,10000
259,4,4,2,4,0.0218967676162719,10.0,119,0.1812789440155029,10.0,86,0.01033175,10.0,53,0.009437847,11,53,0.002965188,14,0,0.002216077,,0.072749877,,0.00438838,,0.006438518,9.0,0.006924725,7.0,0.00639627,7.0,0.0735156536102294,100,644,1.640303373336792,,10000
260,4,4,2,4,0.005024815,8.0,39,0.063662291,8.0,39,0.006596422,8.0,50,0.008250213,8,50,0.001876569,14,0,0.001214075,,0.099238014,,0.006214666,,0.010824203,12.0,0.001653099,,0.013579535,13.0,0.0375525951385498,66,347,1.532216191291809,,10000
261,4,4,2,4,0.0120155096054077,8.0,67,0.087582827,8.0,39,0.017140436,8.0,119,0.0245615720748901,8,131,0.0022717,14,0,0.002318788,,0.070896721,,0.006569529,9.0,0.007078004,9.0,0.003478622,,0.008519721,10.0,0.054750919342041,95,475,1.004315733909607,7.0,7312
262,4,4,2,4,0.010580039024353,11.0,68,0.1879205703735351,11.0,79,0.0115832090377807,11.0,57,0.0114505767822265,12,57,0.004363132,18,0,0.002124548,,0.080350208,,0.00434134,7.0,0.005585432,7.0,0.005932379,7.0,0.006029773,7.0,0.0846146345138549,99,489,1.528754949569702,,10000
263,4,4,2,4,0.004383731,8.0,33,0.050960064,8.0,33,0.0164813041687011,8.0,115,0.011694145,9,60,0.002158093,14,0,0.002099538,,0.09258275,,0.007534051,,0.008848572,14.0,0.007359576,,0.013245487,14.0,0.0248616933822631,47,218,1.5502830743789673,,10000
264,4,4,2,4,0.0074049,10.0,41,0.088564873,10.0,41,0.0118234395980834,10.0,63,0.0139149665832519,10,63,0.003401732,14,0,0.001409817,,0.085490918,,0.008217406,,0.010476756,12.0,0.004199409,,0.010290241,13.0,0.0448191165924072,83,395,1.531574845314026,,10000
265,4,4,2,4,0.011006165,9.0,64,0.2579491138458252,9.0,123,0.007341743,9.0,53,0.009441566,9,53,0.002457356,23,0,0.001123047,,0.07778554,,0.004354167,,0.00705533,11.0,0.001300764,,0.008718133,13.0,0.0067399740219116,17,62,1.4918043613433838,,10000
266,4,4,2,4,0.009366155,10.0,60,0.1061406135559082,10.0,56,0.02139585,10.0,130,0.0197760820388793,10,108,0.00231657,13,0,0.001316285,,0.059524441,,0.005778241,,0.007645702,11.0,0.002048874,,0.009694886,12.0,0.0218327045440673,37,156,1.536950945854187,,10000
267,4,4,2,4,0.008158851,11.0,45,0.1058814525604248,11.0,45,0.009880471,11.0,67,0.011855673789978,11,67,0.00287838,13,0,0.002796745,,0.058651781,,0.003516912,,0.005979776,8.0,0.003363848,,0.077116394,,0.0236738920211792,47,221,1.5935178995132446,,10000
268,4,4,2,4,0.0199165821075439,11.0,120,0.4980316162109375,11.0,225,0.017095828,11.0,110,0.0225568771362304,12,104,0.002900577,17,0,0.002121162,,0.079650378,,0.006933928,,0.010014153,11.0,0.012471318,11.0,0.009318972,11.0,0.0402271747589111,67,340,1.5825743675231934,,10000
269,4,4,2,4,0.007151556,10.0,38,0.079997063,10.0,38,0.034816504,10.0,235,0.035005403,10,181,0.003228474,18,0,0.002517152,,0.078868628,,0.007045937,9.0,0.005778241,9.0,0.001198268,,0.008666396,9.0,0.0327194929122924,56,254,1.631767511367798,,10000
270,4,4,2,4,0.007519603,10.0,47,0.081025839,10.0,47,0.0111642122268676,10.0,79,0.0124072074890136,10,74,0.002360606,15,0,0.001113153,,0.086227298,,0.006308413,,0.010500908,11.0,0.012353921,10.0,0.010509729,10.0,0.0454823970794677,81,395,1.5334246158599854,,10000
