number,bin_volume,filled_bins,empty_bins,colors,a_star_tree_h2_time,a_star_tree_h2_sol,a_star_tree_h2_expanded,a_star_graph_h2_time,a_star_graph_h2_sol,a_star_graph_h2_expanded,a_star_tree_h3_time,a_star_tree_h3_sol,a_star_tree_h3_expanded,a_star_graph_h3_time,a_star_graph_h3_sol,a_star_graph_h3_expanded,random_walk_time,random_walk_sol,random_walk_restart,hill_no_sideways_h1_time,hill_no_sideways_h1_sol,hill_sideways_h1_time,hill_sideways_h1_sol,hill_no_sideways_h2_time,hill_no_sideways_h2_sol,hill_sideways_h2_time,hill_sideways_h2_sol,hill_no_sideways_h3_time,hill_no_sideways_h3_sol,hill_sideways_h3_time,hill_sideways_h3_sol,dfs_graph_time,dfs_graph_sol,dfs_graph_expanded,bfs_graph_time,bfs_graph_sol,bfs_graph_expanded
0,4,4,2,4,0.005205464,9.0,38,0.076647282,9.0,38,0.1146688461303711,9.0,594,0.056419039,10,248,0.002717876,14,0,0.001322222,,0.110790658,,0.003897834,,0.010877204,11.0,0.002101684,,0.01058743,12.0,0.0341895818710327,30,139,1.7202346324920654,,10000
1,4,4,2,4,0.007874346,11.0,43,0.1204848289489746,11.0,43,0.0231808185577392,11.0,79,0.025580907,11,78,0.003228664,20,0,0.00199635,,0.046475506,,0.004586697,,0.009223318,9.0,0.002415156,,0.013060665,10.0,0.0835554599761962,100,643,1.665072679519653,,10000
2,4,4,2,4,0.0188604831695556,10.0,98,0.099954605,10.0,54,0.0157848358154296,10.0,94,0.014240550994873,10,82,0.002700567,15,0,0.001514506,,0.057340574,,0.005896544,,0.009951615,14.0,0.010432696,12.0,0.009152293,12.0,0.0325466394424438,48,201,1.6668906211853027,,10000
3,4,4,2,4,0.0292974472045898,7.0,191,0.2292966842651367,7.0,120,0.089077282,7.0,532,0.026973343,8,131,0.00194962,11,0,0.002810669,,0.076338339,,0.003753209,,0.006190825,10.0,0.001006436,,0.065574789,,0.0511627197265625,82,419,2.1843754053115845,,10000
4,4,4,2,4,0.005326223,10.0,36,0.083541393,10.0,36,0.013032603,10.0,78,0.019163942,11,82,0.003500795,13,0,0.001514983,,0.047671676,,0.006516218,,0.008321333,13.0,0.010076904,11.0,0.01245997,11.0,0.0992418527603149,100,527,1.8766378164291384,,10000
5,4,4,2,4,0.007003379,10.0,41,0.076534033,10.0,41,0.066646266,10.0,333,0.032920742,11,147,0.002703857,17,0,0.002613759,,0.078664207,,0.007559848,9.0,0.006381297,9.0,0.008234572,9.0,0.01378336,9.0,0.0560859441757202,86,412,1.6747809648513794,,10000
6,4,4,2,4,0.0159685134887695,10.0,90,0.3129713535308838,10.0,131,1.876695656776428,10.0,10000,0.340418529510498,11,1449,0.002816129,15,0,0.002677774,,0.073357582,,0.007764864,9.0,0.010199165,9.0,0.010486722,10.0,0.009778237,10.0,0.0179665088653564,28,116,1.912961721420288,,10000
7,4,4,2,4,0.007152891,7.0,46,0.1915967464447021,7.0,97,0.006158113,7.0,41,0.007389283,8,41,0.002320123,13,0,0.003012419,,0.075878906,,0.008384752,8.0,0.00765729,8.0,0.010503387,8.0,0.011859751,8.0,0.0519191026687622,62,343,1.6579086780548096,,10000
8,4,4,2,4,0.005136395,9.0,36,0.059093952,9.0,36,0.024565101,9.0,177,0.017203188,9,84,0.002800155,14,0,0.001815987,,0.087641382,,0.006001043,8.0,0.008742666,8.0,0.001770306,,0.007412219,9.0,0.0714137554168701,88,445,1.7382551431655884,,10000
9,4,4,2,4,0.1161195039749145,9.0,736,0.2516562938690185,9.0,129,0.00764184,9.0,55,0.010337782,9,55,0.002026463,12,0,0.001454973,,0.120416856,,0.008128619,10.0,0.008585024,10.0,0.0035671,,0.015451193,11.0,0.0829224586486816,91,460,1.9603060483932493,,10000
10,4,4,2,4,0.0485239028930664,9.0,273,0.1310703754425048,9.0,61,0.0580949068069458,9.0,330,0.0366275787353515,10,171,0.002632165,13,0,0.002319288,,0.106146073,,0.008896756,8.0,0.007677364,8.0,0.001240587,,0.008956981,9.0,0.0123801231384277,17,70,1.8224457502365112,,10000
11,4,4,2,4,0.005595279,9.0,37,0.06151104,9.0,37,0.0138721704483032,9.0,81,0.014668202,9,75,0.002899766,13,0,0.001411653,,0.077596164,,0.006354761,,0.009049177,13.0,0.004286623,,0.010931683,12.0,0.0506211519241333,63,306,1.6999781131744385,,10000
12,4,4,2,4,0.095236301,11.0,541,1.4046719074249268,11.0,601,0.014454603,11.0,81,0.014152455329895,12,72,0.003130126,17,0,0.002497602,,0.077944422,,0.005418301,,0.007504129,10.0,0.001200151,,0.010229325,10.0,0.0721265077590942,47,228,1.6043448448181152,,10000
13,4,4,2,4,0.005217576,9.0,35,0.071717024,9.0,35,0.010159278,9.0,52,0.013295054,9,52,0.004138494,15,0,0.001511145,,0.072688055,,0.006408882,9.0,0.006184745,9.0,0.005773258,,0.010935831,11.0,0.0423017740249633,58,312,1.8311338424682615,,10000
14,4,4,2,4,0.034170151,9.0,157,0.1923706531524658,9.0,98,0.045248318,9.0,236,0.041935349,10,152,0.003111291,10,0,0.001115322,,0.064329839,,0.005750656,,0.007360554,11.0,0.004009795,,0.009033394,11.0,0.0322695970535278,48,237,1.6924909353256226,,10000
15,4,4,2,4,1.6856491088867187,,10000,24.64579725265503,,10000,1.958907461166382,,6400,0.078328347,11,267,0.003377676,14,0,0.001319528,,0.092826629,,0.007594705,,0.009219623,12.0,0.001194692,,0.009103155,13.0,0.0396108627319335,46,235,1.5911662578582764,,10000
16,4,4,2,4,0.0116366147994995,9.0,46,0.172708511352539,9.0,46,0.009415889,9.0,55,0.0157690525054931,9,55,0.004652405,12,0,0.001212096,,0.083694482,,0.00997107,10.0,0.007832527,10.0,0.004395628,,0.008058619,11.0,0.0582643747329711,75,391,1.7569972276687622,,10000
17,4,4,2,4,0.055672264,12.0,163,3.1049392223358154,12.0,813,0.087199783,12.0,417,0.032514811,13,119,0.004579616,27,0,0.00119884,,0.074224591,,0.004214597,,0.006490684,11.0,0.012286305,11.0,0.010538197,11.0,0.0270987749099731,36,166,1.9328104257583616,,10000
18,4,4,2,4,0.006219554,10.0,41,0.1085093021392822,10.0,41,0.0101183652877807,10.0,61,0.0123173475265502,10,61,0.002547526,19,0,0.001215363,,0.096424603,,0.002643037,,0.009438634,12.0,0.01501708,12.0,0.012781,12.0,0.0662444829940795,77,452,1.1334702968597412,7.0,7136
19,4,4,2,4,0.008514023,12.0,45,0.098765135,12.0,45,0.057496214,12.0,289,0.044256616,12,196,0.003210902,26,0,0.001099658,,0.008654308,11.0,0.00484004,,0.007568741,11.0,0.01304028,11.0,0.009928107,11.0,0.0619523525238037,86,426,1.6424617767333984,,10000
20,4,4,2,4,0.042122221,9.0,237,0.2125046253204345,9.0,103,0.006992412,9.0,42,0.008018923,10,42,0.002536654,14,0,0.001404691,,0.077770782,,0.007543826,,0.010814047,13.0,0.010607195,,0.01395216,13.0,0.1085389852523803,77,386,1.7247066497802734,,10000
21,4,4,2,4,0.005511141,8.0,34,0.066157103,8.0,34,0.0122174501419067,8.0,71,0.0139986753463745,9,61,0.003061485,22,0,0.001300836,,0.1200037,,0.009978843,9.0,0.010501122,9.0,0.011990857,10.0,0.009307003,10.0,0.0445210933685302,73,382,1.523938775062561,,10000
22,4,4,2,4,0.004289842,5.0,26,0.0509986877441406,5.0,26,0.1767674446105957,5.0,1248,0.031356263,6,154,0.000999451,6,0,0.00130105,,0.07830019,,0.006127119,,0.010369349,12.0,0.004791903,,0.009486485,12.0,0.0404870510101318,79,372,1.6451938152313232,,10000
23,4,4,2,4,0.2128775596618652,9.0,1383,0.8917157649993896,9.0,407,0.094744778,9.0,622,0.091006184,10,408,0.002357984,14,0,0.00209825,,0.092255497,,0.008442998,,0.009151673,12.0,0.001200819,,0.012889671,12.0,0.045538306236267,79,396,1.5319266319274902,,10000
24,4,4,2,4,0.044807696,9.0,275,0.7258198261260986,9.0,318,0.023876691,9.0,149,0.0257364511489868,10,122,0.002306628,14,0,0.001200056,,0.086807942,,0.007470822,,0.010425758,11.0,0.004422927,,0.011051488,12.0,0.0382516384124755,68,355,1.506496548652649,,10000
25,4,4,2,4,0.003719139,7.0,28,0.044044971,7.0,28,0.004859757,7.0,39,0.006138897,7,39,0.001699686,15,0,0.001699662,,0.099665904,,0.007858229,10.0,0.006919503,10.0,0.009987235,,0.01157074,11.0,0.0436906814575195,68,340,1.4523544311523438,,10000
26,4,4,2,4,0.006878901,10.0,41,0.088688135,10.0,41,0.0115217447280883,10.0,61,0.0101217985153198,10,61,0.002598286,22,0,0.001295042,,0.006366038,10.0,0.009304261,9.0,0.007605338,9.0,0.001321006,,0.007977247,10.0,0.0834740400314331,80,395,1.4272090196609497,,10000
27,4,4,2,4,0.058492875,11.0,290,0.3587615489959717,11.0,152,0.1025574684143066,11.0,538,0.037376618,12,141,0.002464318,16,0,0.001407051,,0.078199744,,0.007478642,10.0,0.006485295,10.0,0.00329771,,0.009640861,11.0,0.0219620466232299,41,178,1.558145523071289,,10000
28,4,4,2,4,0.028146505,11.0,140,0.2361021041870117,11.0,113,0.009458137,11.0,67,0.0139248847961425,11,67,0.004098296,18,0,0.002014565,,0.095452976,,0.005272627,8.0,0.006356955,8.0,0.008487749,8.0,0.008412838,8.0,0.0470790863037109,78,377,1.702995538711548,,10000
29,4,4,2,4,0.005800629,9.0,38,0.07004714,9.0,38,0.00849297,9.0,47,0.009873748,10,47,0.00361743,21,0,0.001300764,,0.100643277,,0.003415346,,0.008705282,11.0,0.009375453,11.0,0.009991026,11.0,0.0302307605743408,47,221,1.5563466548919678,,10000
30,4,4,2,4,0.008206916,9.0,58,0.075563192,9.0,45,0.00814569,9.0,51,0.009466839,9,51,0.002269053,16,0,0.001314235,,0.089066291,,0.00716579,10.0,0.007245183,10.0,0.009509993,11.0,0.008431435,11.0,0.0277835130691528,39,192,1.584768772125244,,10000
31,4,4,2,4,0.8641657590866089,12.0,4964,3.226155996322632,12.0,1325,0.1082547664642334,12.0,573,0.073033977,13,321,0.002984715,16,0,0.001199722,,0.072266889,,0.007454824,,0.009576535,11.0,0.00823555,10.0,0.008956289,10.0,0.0786581039428711,100,623,1.6266508102416992,,10000
32,4,4,2,4,0.009698343,8.0,43,0.071182489,8.0,43,0.007674146,8.0,59,0.008464098,8,53,0.002019405,14,0,0.001916766,,0.057278037,,0.007337523,10.0,0.008720016,10.0,0.010519409,,0.013334894,11.0,0.0667986869812011,79,473,1.578279733657837,,10000
33,4,4,2,4,0.007398129,10.0,42,0.080037832,10.0,42,0.008095598,10.0,54,0.0101457834243774,11,54,0.003200006,20,0,0.00381732,,0.004095316,5.0,0.005703926,5.0,0.004800725,5.0,0.001695895,,0.003499365,6.0,0.0675952434539794,73,328,1.357905030250549,,10000
34,4,4,2,4,0.029960537,12.0,162,0.5438847541809082,12.0,226,0.0127655982971191,12.0,74,0.0140086412429809,12,74,0.003241825,16,0,0.002339339,,0.068230152,,0.003917789,,0.006035876,9.0,0.004980183,,0.007511473,9.0,0.0221819877624511,44,185,1.5750209093093872,,10000
35,4,4,2,4,0.0240073442459106,11.0,143,0.1367037296295166,11.0,71,0.080646491,11.0,459,0.0222130298614501,12,97,0.003764963,16,0,0.002023172,,0.083420753,,0.009589291,9.0,0.0092417,9.0,0.003829741,,0.012615371,11.0,0.0670384168624877,92,622,1.4946978092193604,,10000
36,4,4,2,4,0.0290287017822265,11.0,175,0.1467957496643066,11.0,69,0.0213891267776489,11.0,150,0.0193413019180297,11,106,0.002721286,16,0,0.001510167,,0.107096481,,0.00968461,,0.010783648,12.0,0.001595759,,0.013196802,11.0,0.0234445333480834,47,217,1.4526395797729492,,10000
37,4,4,2,4,0.006064773,9.0,37,0.073010206,9.0,37,0.042468548,9.0,259,0.0464822769165039,9,221,0.001958036,12,0,0.002357054,,0.079183006,,0.007606125,9.0,0.009430766,9.0,0.003546524,,0.01111722,10.0,0.0387810468673706,60,283,1.37335205078125,,10000
38,4,4,2,4,0.007021642,10.0,41,0.089644909,10.0,41,0.008653998,10.0,61,0.0120551347732543,10,61,0.003552604,20,0,0.001320481,,0.081551766,,0.00777595,10.0,0.007585096,10.0,0.001129246,,0.010032225,11.0,0.0684647560119628,100,631,1.422716736793518,,10000
39,4,4,2,4,1.8184560537338257,,10000,14.10986351966858,11.0,5515,0.006860852,11.0,52,0.00894568,12,52,0.014009285,17,0,0.001919007,,0.081244826,,0.006944275,,0.007738686,12.0,0.00815804,,0.01070962,12.0,0.0610435009002685,57,269,1.457709550857544,,10000
40,4,4,2,4,0.004516959,7.0,34,0.0549979209899902,7.0,34,0.0157771110534667,7.0,105,0.0147166967391967,8,68,0.001740289,16,0,0.002114463,,0.074711633,,0.005917859,7.0,0.00747242,7.0,0.001018524,,0.004941416,8.0,0.0437533855438232,70,412,1.5902715921401978,,10000
41,4,4,2,4,0.0103297233581542,12.0,65,0.1589860916137695,12.0,76,0.3589934110641479,12.0,1906,0.080294061,13,290,0.00246284,13,0,0.001100731,,0.078444433,,0.002946424,,0.006790447,10.0,0.006430554,10.0,0.006632876,10.0,0.0225402116775512,50,226,1.5407662391662598,,10000
42,4,4,2,4,0.008359814,12.0,48,0.089683771,12.0,48,0.089303827,12.0,490,0.0236386537551879,13,124,0.006474686,20,0,0.002701855,,0.074443555,,0.004671574,,0.006143522,8.0,0.007258916,8.0,0.006788039,8.0,0.0179518461227417,30,141,1.5019840002059937,,10000
43,4,4,2,4,0.006179023,10.0,43,0.079076767,10.0,43,0.0146354913711547,10.0,83,0.013649582862854,11,66,0.00297482,13,0,0.003413868,,0.079961348,,0.00534873,,0.00740056,12.0,0.005463481,,0.008646011,11.0,0.0347570180892944,58,300,1.0328149795532229,7.0,7620
44,4,4,2,4,0.0103182792663574,12.0,43,0.099872351,12.0,43,0.0223702669143676,12.0,117,0.0286264896392822,12,122,0.003514814,17,0,0.001212478,,0.071635771,,0.007303357,11.0,0.011095762,11.0,0.010822773,11.0,0.012032866,11.0,0.0305681228637695,55,274,1.5105304718017578,,10000
45,4,4,2,4,0.005832481,10.0,38,0.066804409,10.0,38,0.072683048,10.0,425,0.041120315,11,201,0.003899455,15,0,0.001399159,,0.061884642,,0.009976673,10.0,0.00693202,10.0,0.002211189,,0.007346535,11.0,0.019140601158142,41,180,1.359389066696167,,10000
46,4,4,2,4,0.005475116,9.0,37,0.065197229,9.0,37,0.0125522851943969,9.0,75,0.0121275663375854,10,63,0.002309203,14,0,0.001200604,,0.074355197,,0.007898617,10.0,0.008863449,10.0,0.00239923,,0.012176061,10.0,0.0445080995559692,63,387,1.5133103132247925,,10000
47,4,4,2,4,0.082573175,9.0,507,0.8748528957366943,9.0,388,0.00537169,9.0,36,0.00625,10,36,0.00250299,16,0,0.001201391,,0.074493551,,0.008105111,10.0,0.00721736,10.0,0.001082945,,0.009720111,11.0,0.0875067710876464,100,528,1.451509714126587,,10000
48,4,4,2,4,0.0525712251663208,11.0,308,0.5128500461578369,11.0,236,0.1571943283081054,11.0,836,0.067777395,12,291,0.003803086,16,0,0.001394987,,0.063910317,,0.008710194,9.0,0.005508709,9.0,0.001199889,,0.008187771,10.0,0.031253695487976,60,287,1.49567449092865,,10000
49,4,4,2,4,0.019370961,8.0,118,0.09184289,8.0,50,0.00959785,8.0,66,0.009746814,9,55,0.002300119,13,0,0.000995541,,0.074862313,,0.006344414,,0.006184936,10.0,0.007756448,10.0,0.007127833,10.0,0.0536284446716308,82,416,1.4166971445083618,,10000
50,4,4,2,4,0.0308573007583618,9.0,160,0.3228607177734375,9.0,160,0.021471095085144,9.0,121,0.017127705,10,79,0.002004218,13,0,0.001205277,,0.051536942,,0.00493083,,0.062416077,,0.002100134,,0.009988666,12.0,0.0366318225860595,75,363,1.5347046852111816,,10000
51,4,4,2,4,0.0224430561065673,9.0,133,0.1138489246368408,9.0,58,0.007409167,9.0,44,0.00870676,10,44,0.002959657,17,0,0.001513457,,0.092624331,,0.009450221,12.0,0.010136056,12.0,0.010634732,13.0,0.009780049,13.0,0.0262674093246459,53,253,1.4027528762817385,,10000
52,4,4,2,4,0.004569268,8.0,32,0.053999662,8.0,32,0.006953573,8.0,50,0.008461142,8,50,0.001999879,15,0,0.002519941,,0.068024659,,0.005360579,7.0,0.005989289,7.0,0.007360482,7.0,0.006547236,7.0,0.0376354455947876,63,328,1.6204822063446045,,10000
53,4,4,2,4,0.0309900999069213,8.0,165,0.4038643836975097,8.0,197,0.0102601766586303,8.0,64,0.0151354074478149,9,92,0.002631164,17,0,0.002417207,,0.078378081,,0.008007431,9.0,0.007561278,9.0,0.001921105,,0.009833932,9.0,0.0276025533676147,49,257,1.505233883857727,,10000
54,4,4,2,4,0.007113504,9.0,38,0.079976082,9.0,38,0.012779284,9.0,70,0.0120183229446411,10,60,0.002515793,15,0,0.001220536,,0.071327186,,0.006938577,8.0,0.006437445,8.0,0.006828332,9.0,0.009975052,9.0,0.070219874382019,69,349,1.4401419162750244,,10000
55,4,4,2,4,0.020908737,8.0,143,0.3386721611022949,8.0,164,0.0225363731384277,8.0,123,0.0185397386550903,9,104,0.002967787,14,0,0.001299882,,0.096194339,,0.003576803,,0.010453749,11.0,0.004951453,,0.009293079,13.0,0.0383769273757934,74,357,1.52063250541687,,10000
56,4,4,2,4,1.7210909128189087,,10000,26.690951824188232,,10000,0.007993984,,47,0.0101735115051269,12,47,0.002801108,18,0,0.001200104,,0.063729215,,0.00490849,,0.006031895,10.0,0.007513714,11.0,0.006654096,11.0,0.0451014041900634,87,444,1.5670832395553589,,10000
57,4,4,2,4,0.016779685,8.0,106,0.1783633232116699,8.0,89,0.007509017,8.0,49,0.009104824,8,49,0.002861094,12,0,0.002504611,,0.083217454,,0.006146145,,0.007469368,11.0,0.01028347,11.0,0.009000921,11.0,0.0372892618179321,77,371,1.5667874813079834,,10000
58,4,4,2,4,0.003884053,7.0,30,0.047000647,7.0,30,0.005382657,7.0,42,0.006547475,7,42,0.001718116,12,0,0.001199245,,0.072998452,,0.005746698,9.0,0.006003881,9.0,0.001302338,,0.006216764,10.0,0.0151339769363403,25,107,1.6298761367797852,,10000
59,4,4,2,4,0.004551458,8.0,32,0.053340435,8.0,32,0.00691998,8.0,50,0.007703495,8,50,0.002318716,15,0,0.001113462,,0.078187203,,0.005996728,,0.010355139,12.0,0.00249939,,0.009710383,12.0,0.0165860652923584,31,147,1.5341590642929075,,10000
60,4,4,2,4,0.005921388,6.0,36,0.08191514,6.0,42,0.006843686,6.0,52,0.008839059,6,47,0.001434326,8,0,0.001617861,,0.093194413,,0.007002425,8.0,0.008592391,8.0,0.007452703,9.0,0.00809412,9.0,0.0357608795166015,65,298,1.484336018562317,,10000
61,4,4,2,4,1.7492103815078734,,10000,4.123666524887085,11.0,1731,1.7350762367248536,11.0,10000,0.3508929252624512,12,1504,0.0100676298141479,18,0,0.002700448,,0.083039665,,0.006567812,9.0,0.006255531,9.0,0.001030517,,0.008248305,11.0,0.01698899269104,36,151,1.461401104927063,,10000
62,4,4,2,4,0.009529257,10.0,42,0.098871946,10.0,42,0.009904599,10.0,47,0.009428215,11,47,0.002893162,18,0,0.001096702,,0.096536016,,0.008414483,10.0,0.00860424,10.0,0.001512337,,0.010518169,11.0,0.0115582942962646,24,89,1.4665788412094116,,10000
63,4,4,2,4,0.008121443,8.0,38,0.063571692,8.0,38,0.006167364,8.0,49,0.00770359,8,49,0.002217174,13,0,0.002720618,,0.07966013,,0.002846074,,0.002451038,,0.011764669,10.0,0.011064124,10.0,0.0279972553253173,57,270,1.5158400535583496,,10000
64,4,4,2,4,0.0100485324859619,11.0,45,0.088053226,11.0,45,0.0105839252471923,11.0,67,0.0114524602890014,11,67,0.00266726,23,0,0.001013803,,0.071952939,,0.005765986,,0.007383919,11.0,0.00159204,,0.011983347,12.0,0.0675916671752929,72,360,1.5812642574310305,,10000
65,4,4,2,4,0.0216756582260131,12.0,120,0.3199961185455322,12.0,157,0.037282515,12.0,191,0.0252522230148315,13,125,0.003609157,19,0,0.001804471,,0.078851414,,0.005929589,8.0,0.006148005,8.0,0.007428813,8.0,0.009045911,8.0,0.0619192123413085,92,503,1.3716578483581543,,10000
66,4,4,2,4,0.080377722,10.0,452,0.2593076229095459,10.0,117,0.058127737045288,10.0,316,0.058955526,11,270,0.003504658,23,0,0.001107621,,0.059652901,,0.00518651,,0.006056786,11.0,0.001136994,,0.008748031,13.0,0.0149148702621459,30,135,1.5584077835083008,,10000
67,4,4,2,4,0.004264045,8.0,31,0.052035809,8.0,31,0.004950595,8.0,35,0.006099963,9,35,0.002764654,11,0,0.001199532,,0.080276966,,0.007193804,,0.007983732,10.0,0.003128219,,0.006532645,10.0,0.0778514146804809,100,671,1.477033257484436,,10000
68,4,4,2,4,0.009654903,12.0,45,0.094822168,12.0,45,0.028030062,12.0,162,0.029303241,12,130,0.003761744,18,0,0.002025723,,0.078271103,,0.006343246,,0.007186031,10.0,0.003490782,,0.006426549,10.0,0.0421168804168701,79,382,1.578334927558899,,10000
69,4,4,2,4,0.007590055,10.0,45,0.091205359,10.0,45,0.0115246534347534,10.0,71,0.0136059761047363,10,65,0.002300382,17,0,0.002000523,,0.073298287,,0.004402995,,0.006416082,9.0,0.002958846,,0.006477785,10.0,0.0940498113632202,100,590,1.5272908210754397,,10000
70,4,4,2,4,0.005513906,9.0,39,0.070531845,9.0,39,0.3337163925170898,9.0,1997,0.065689445,10,287,0.003039432,12,0,0.001894975,,0.090912461,,0.004456258,,0.009591818,12.0,0.008888698,,0.012008572,13.0,0.0135170221328735,32,131,1.4396570920944214,,10000
71,4,4,2,4,0.007085848,11.0,44,0.090150356,11.0,44,0.0125048160552978,11.0,75,0.013778663,11,75,0.003427696,15,0,0.001300263,,0.059257007,,0.007720995,9.0,0.008395052,9.0,0.001113439,,0.008941197,9.0,0.0368937253952026,70,363,1.5539758205413818,,10000
72,4,4,2,4,0.3351384162902832,8.0,2077,1.233175277709961,8.0,560,0.008964562,8.0,52,0.010907102,9,52,0.002425814,11,0,0.001112938,,0.071239066,,0.007401943,10.0,0.00641613,10.0,0.00150106,,0.010057163,11.0,0.0278863906860351,55,259,1.4745571613311768,,10000
73,4,4,2,4,0.008666372,10.0,57,0.095534325,10.0,53,0.1027230501174926,10.0,577,0.0543760776519775,11,222,0.002869964,13,0,0.001220822,,0.087885118,,0.008374977,10.0,0.006527448,10.0,0.010237813,10.0,0.012026119,10.0,0.0477858781814575,84,400,1.6464170217514038,,10000
74,4,4,2,4,0.005850649,9.0,35,0.075418949,9.0,35,0.015946531,9.0,99,0.011204624,9,58,0.002099657,15,0,0.001696682,,0.081180573,,0.007428813,10.0,0.008067369,10.0,0.01154592,,0.01190598,11.0,0.0237492322921752,48,201,1.59104585647583,,10000
75,4,4,2,4,0.0129765510559082,11.0,71,0.1493139266967773,11.0,71,0.073361683,11.0,432,0.0554651975631713,12,220,0.003077769,23,0,0.001203632,,0.083052444,,0.003646374,,0.006217933,9.0,0.001195765,,0.091354442,,0.0287481546401977,59,271,1.5064069032669067,,10000
76,4,4,2,4,0.035851526,12.0,227,6.522545337677002,12.0,2652,0.041424179,12.0,215,0.02964921,13,109,0.004098439,16,0,0.002300358,,0.114846158,,0.005568337,8.0,0.005345011,8.0,0.007873297,8.0,0.006620979,8.0,0.0282644033432006,55,259,1.5432451963424685,,10000
77,4,4,2,4,0.006179619,9.0,37,0.072958946,9.0,37,0.021766996,9.0,124,0.0129809141159057,10,66,0.00199976,15,0,0.002314091,,0.065144587,,0.007547617,9.0,0.005937934,9.0,0.009400845,9.0,0.009007382,9.0,0.0326851606369018,53,261,1.3744113445281982,,10000
78,4,4,2,4,0.005318546,9.0,34,0.07124877,9.0,34,0.008700466,9.0,55,0.008618307,9,55,0.002326965,13,0,0.001538348,,0.069756842,,0.002917171,,0.007594824,10.0,0.000999832,,0.007982183,11.0,0.0951541662216186,100,597,1.494313359260559,,10000
79,4,4,2,4,0.006853342,9.0,45,0.066011667,9.0,37,0.0101123571395874,9.0,57,0.0093086,9,57,0.002460742,17,0,0.00181663,,0.082794404,,0.00639739,,0.007967138,10.0,0.008470106,10.0,0.009596229,10.0,0.0778976678848266,100,663,1.3899120092391968,,10000
80,4,4,2,4,0.0178380250930786,11.0,113,0.4705822467803955,11.0,196,0.040862823,11.0,216,0.0241416931152343,12,89,0.002722621,19,0,0.001199961,,0.085044742,,0.010288143,11.0,0.008510709,11.0,0.010863471,11.0,0.011600614,11.0,0.0127186775207519,30,124,1.5428351163864136,,10000
81,4,4,2,4,0.005862737,9.0,36,0.065731764,9.0,36,0.038067842,9.0,214,0.0214953660964965,9,111,0.002715802,17,0,0.00101192,,0.087654805,,0.007148075,,0.00934782,11.0,0.012318611,12.0,0.010788488,12.0,0.0442273616790771,68,326,1.583404779434204,,10000
82,4,4,2,4,0.009155464,11.0,45,0.0962677,11.0,45,0.011949872970581,11.0,69,0.0136729717254638,11,69,0.003100038,24,0,0.00249753,,0.078988051,,0.007579255,10.0,0.008507752,10.0,0.001935673,,0.007402039,11.0,0.0600800514221191,60,315,1.4865353107452393,,10000
83,4,4,2,4,0.042895603,10.0,234,0.099669456,10.0,59,0.0112329483032226,10.0,63,0.0118751287460327,10,63,0.003016496,23,0,0.002112365,,0.086554337,,0.006294036,9.0,0.007271886,9.0,0.005828142,,0.072392106,,0.0362851619720459,69,335,1.587962031364441,,10000
84,4,4,2,4,0.006966639,9.0,39,0.070684671,9.0,39,0.1457084894180297,9.0,1049,0.057000518,9,271,0.003400064,15,0,0.001616836,,0.073994017,,0.007559109,10.0,0.007033706,10.0,0.004214692,,0.008277941,11.0,0.016019582748413,27,118,1.6008838415145874,,10000
85,4,4,2,4,0.007277274,11.0,43,0.075610161,11.0,43,0.009538555,11.0,69,0.0116032123565673,11,69,0.003116059,18,0,0.00301764,,0.093586206,,0.006826544,9.0,0.006965327,9.0,0.003457832,,0.088975239,,0.0363646745681762,63,285,1.5599031448364258,,10000
86,4,4,2,4,0.007313347,10.0,39,0.081684351,10.0,39,0.0160330533981323,10.0,83,0.0142910003662109,11,73,0.002357578,16,0,0.002415204,,0.067585182,,0.007435131,9.0,0.006572938,9.0,0.001199818,,0.0087291,10.0,0.0329726934432983,55,259,1.4460935592651367,,10000
87,4,4,2,4,0.1082267761230468,11.0,596,0.4671111106872558,11.0,220,0.064765429,11.0,377,0.050414062,12,238,0.003074026,14,0,0.001421475,,0.0732476,,0.008210707,10.0,0.007067013,10.0,0.001854324,,0.007136965,11.0,0.0402551889419555,72,356,1.5137075185775757,,10000
88,4,4,2,4,0.00745573,10.0,44,0.098477602,10.0,50,1.0099020719528198,10.0,6129,0.048223376,11,240,0.002928257,21,0,0.001400614,,0.073846102,,0.007786036,10.0,0.006873155,10.0,0.004799843,,0.008800697,11.0,0.0662475824356079,100,537,1.443146824836731,,10000
89,4,4,2,4,0.005800581,8.0,32,0.0563836097717285,8.0,32,0.036529732,8.0,233,0.0125347852706909,8,76,0.0024055,17,0,0.0012151,,0.061843348,,0.005634165,10.0,0.00678823,10.0,0.001319909,,0.010229945,10.0,0.0100021362304687,22,93,1.540357232093811,,10000
90,4,4,2,4,0.007585025,11.0,40,0.08873868,11.0,40,0.0172612190246582,11.0,86,0.0164715051651,12,76,0.0108651876449584,22,0,0.001813459,,0.061175013,,0.005281925,8.0,0.005282807,8.0,0.003088188,,0.009184623,10.0,0.0367757081985473,61,291,1.4750936031341553,,10000
91,4,4,2,4,0.005487061,9.0,33,0.052022934,9.0,33,0.0114643335342407,9.0,70,0.009997869,10,59,0.002265358,14,0,0.003993583,,0.008248663,10.0,0.005890846,,0.060464358,,0.00348351,,0.006318498,9.0,0.0239819288253784,49,234,1.48931622505188,,10000
